,genres,id,release_date,title,vote_average
20796,Drama,78432,2009-09-19,Before Your Eyes,7
15078,Documentary,47813,2009-09-05,Waking Sleeping Beauty,7
40031,Documentary,8893,2009-09-17,It's Hard Being Loved by Jerks,7
8784,Comedy,113777,1978-07-02,Harper Valley P.T.A.,7
21387,Animation,201676,2013-06-15,My Little Pony: Equestria Girls,7
34903,Comedy,210293,2013-06-15,The Smile Man,7
37906,Animation,276828,2013-06-15,Wind,7
7313,Horror,26517,1978-07-05,Martin,7
30369,Comedy,60063,2009-09-13,The Topp Twins: Untouchable Girls,7
8623,Comedy,5767,1967-04-27,Two for the Road,7
14644,Documentary,28227,2009-09-12,Collapse,7
1331,Romance,621,1978-07-07,Grease,7
8669,Drama,31767,1971-07-01,The Devils,7
15530,Science Fiction,31011,2009-09-11,Mr. Nobody,7
18481,Documentary,101520,2009-09-10,Reel Injun,7
3301,Comedy,8469,1978-07-27,Animal House,7
14682,Drama,31175,2009-09-09,Soul Kitchen,7
29728,Drama,193418,2013-06-18,Regret,7
18072,Drama,52799,2009-09-23,Undertow,7
34591,Drama,198511,1978-05-25,The Left-Handed Woman,7
17449,Action,72447,1971-07-07,The Last Run,7
19019,Thriller,82825,2012-03-09,Kahaani,7
36142,TV Movie,68555,2009-10-07,Death Note Relight 2: L's Successors,7
19226,Drama,103747,2012-06-01,The Angels' Share,7
7305,Documentary,132,1970-12-06,The Rolling Stones: Gimme Shelter,7
15714,Drama,88034,1978-04-04,The Hypothesis of the Stolen Painting,7
19748,Drama,26405,1971-07-21,Wake in Fright,7
151,Drama,649,1967-05-24,Belle de Jour,7
27389,Action,167956,2012-06-05,Fist of Jesus,7
8612,Documentary,135,1967-05-17,Dont Look Back,7
17700,Comedy,53520,2009-10-02,Face,7
20267,Documentary,66720,2009-10-01,Special When Lit,7
19903,Action,18735,1978-04-27,Magnificent Bodyguards,7
18776,Crime,89191,2012-03-08,Saving Face,7
39460,Comedy,41298,1978-04-27,El patrullero 777,7
8773,Drama,77360,1978-04-28,Place without Limits,7
5251,Documentary,13963,1978-05-01,The Last Waltz,7
22933,Documentary,202141,2013-06-14,Particle Fever,7
2750,Drama,24153,1978-05-18,The Buddy Holly Story,7
6959,Drama,38953,1970-12-09,Ryan's Daughter,7
35526,Drama,73919,2009-09-25,The Famous and the Dead,7
14844,Comedy,27561,2009-09-25,Trailer Park Boys: Countdown to Liquor Day,7
19493,Drama,42203,1978-05-19,Despair,7
8789,Comedy,45691,1978-05-20,The Adventures of Picasso,7
16725,Drama,33997,2009-09-24,Desert Flower,7
21090,Documentary,159014,2013-06-14,20 Feet from Stardom,7
37709,Comedy,210302,2013-06-19,Love's Routine,7
32933,Drama,51272,2009-10-01,Wolfy,7
21457,Documentary,200063,2012-03-16,Sunset Strip,7
33813,Action,199584,2013-06-05,"Secretly, Greatly",7
37987,Comedy,24784,2009-11-02,Jimmy Carr: Telling Jokes,7
21988,Documentary,184149,2013-06-21,Somm,7
14732,Drama,20453,2009-12-23,3 Idiots,7
14557,Action,10528,2009-12-23,Sherlock Holmes,7
29358,Mystery,92233,1970-11-19,Forbidden Photos of a Lady Above Suspicion,7
27851,Documentary,194537,2013-05-17,A Story of Children and Film,7
20992,Comedy,121986,2013-05-17,Frances Ha,7
27853,Documentary,115553,2009-12-14,The First Movie,7
1841,Crime,10633,1967-08-02,In the Heat of the Night,7
2808,Action,11230,1978-10-05,Drunken Master,7
23456,Drama,137698,2013-05-18,The Dance of Reality,7
7344,Drama,633,1977-09-22,Soldier of Orange,7
22053,Animation,41498,2009-12-12,One Piece Film Strong World,7
38910,Documentary,381505,2013-05-18,The Identity Theft of Mitch Mustain,7
18946,Drama,26815,2009-12-11,Rocket Singh: Salesman of the Year,7
17600,Documentary,46558,2009-12-10,Sins of My Father,7
22421,Drama,81462,1977-09-28,Short Eyes,7
37697,Comedy,47845,2009-12-10,12 Paces without a Head,7
14637,Crime,21575,2009-08-26,A Prophet,7
28142,Crime,52912,1977-10-01,Destruction Force,7
14494,Drama,22954,2009-12-10,Invictus,7
22864,Thriller,187028,2013-05-21,Omar,7
14551,Action,19995,2009-12-10,Avatar,7
25868,Comedy,26621,2009-12-06,Robin Williams: Weapons of Self Destruction,7
17806,Drama,124630,2009-12-04,Film Is a Girl & a Gun,7
20969,Documentary,81576,2009-12-04,Garbo: The Spy,7
14724,Drama,33511,2009-12-25,Nowhere Boy,7
18908,Drama,28238,2009-12-26,Hamlet,7
28569,Action,196750,2013-06-22,Ghost in the Shell Arise - Border 1: Ghost Pain,7
28617,Documentary,102807,2009-08-25,Carcasses,7
4680,Drama,66092,1977-07-14,I Never Promised You a Rose Garden,7
2022,Music,12761,1978-10-08,Autumn Sonata,7
10930,Comedy,1629,1967-08-30,La Chinoise,7
8618,Action,26039,1967-08-30,Point Blank,7
28275,Drama,118150,1967-08-25,The Blonde from Peking,7
25153,Mystery,63273,2010-01-01,Endure,7
34143,Mystery,27703,1977-08-10,The Psychic,7
43900,Adventure,34203,2010-01-01,Justin Time,7
33785,Thriller,195276,2013-05-16,Montage,7
9902,Drama,42229,1977-08-11,A Special Day,7
40411,Drama,196446,2013-05-16,Last Summer,7
25670,Western,19946,1977-08-13,A Man Called Blade,7
3178,Drama,25934,1967-06-14,"To Sir, with Love",7
21958,Drama,194101,2013-05-16,The Selfish Giant,7
22303,Adventure,20878,1967-04-03,"Kidnapping, Caucasian Style",7
15217,Documentary,36432,2009-08-21,Art & Copy,7
4798,Comedy,5781,1977-08-17,That Obscure Object of Desire,7
25872,Comedy,27317,2009-08-25,Patton Oswalt: My Weakness Is Strong,7
28480,Drama,191726,2013-05-17,Ugly,7
36837,Foreign,33130,2009-12-30,Gewoon Hans,7
11544,Comedy,25623,1977-08-26,House,7
21161,Animation,93456,2013-06-25,Despicable Me 2,7
18782,Crime,96398,2012-03-02,Paan Singh Tomar,7
42259,Comedy,35396,2009-12-29,The Island,7
43424,Comedy,96683,2012-03-17,Lewis Black: In God We Rust,7
5827,Drama,19067,1977-08-31,The Duellists,7
20979,Drama,152780,2013-05-17,The Past,7
13538,Documentary,34015,2009-08-28,We Live in Public,7
21722,Drama,100681,2012-06-08,Shanghai,7
21351,Comedy,179144,2013-05-21,The Great Beauty,7
8673,War,16328,1971-08-04,Johnny Got His Gun,7
14427,Drama,28089,2009-11-13,The Messenger,7
10268,Drama,31542,1978-09-21,The Tree of Wooden Clogs,7
19933,Comedy,80220,1977-12-14,Peppermint Soda,7
17662,Documentary,33470,1978-09-16,American Boy: A Profile of: Steven Prince,7
22600,Romance,185008,2013-05-31,Yeh Jawaani Hai Deewani,7
16197,Comedy,36405,2009-11-12,Reverse,7
37920,Comedy,116312,1978-09-14,The National Shotgun,7
33272,Drama,192137,2012-06-06,Not Waving But Drowning,7
28347,Documentary,84012,2009-11-11,The Invisible Frame,7
39314,Animation,263945,2009-11-10,Curious George: A Very Monkey Christmas,7
1928,Family,14612,1977-12-16,Candleshoe,7
18326,Family,41066,2009-12-01,Professor Layton and the Eternal Diva,7
23012,Comedy,203217,2013-06-21,My Mom Is a Character,7
33801,Mystery,108972,2012-03-08,Helpless,7
43988,Comedy,98581,2012-03-08,8 First Dates,7
14439,Action,33273,2009-11-06,Cell 211,7
1231,Crime,903,1967-06-22,Cool Hand Luke,7
8800,Drama,33665,1977-12-22,Opening Night,7
22811,Documentary,114575,2012-03-17,Big Easy Express,7
15577,Comedy,39008,1977-12-23,The Year of the Hare,7
8615,Action,17905,1967-06-15,Branded to Kill,7
36342,Comedy,44637,2009-11-05,Trevor Noah: The Daywalker,7
36382,Adventure,161374,1977-12-28,Tarantulas: The Deadly Cargo,7
2828,Action,1654,1967-06-15,The Dirty Dozen,7
21101,Animation,62211,2013-06-20,Monsters University,7
36054,Adventure,38268,1977-12-17,The War in Space,7
16830,Comedy,77078,1977-12-01,A Little Night Music,7
14211,Documentary,22074,2009-09-06,Capitalism: A Love Story,7
29057,Mystery,120520,1978-09-29,Somebody Killed Her Husband,7
22777,Drama,197082,2013-05-28,Venus in Fur,7
36005,Comedy,56083,2009-11-26,Hermanoteu In the Land of Godah,7
29260,Comedy,56379,1977-10-27,Beach House,7
14716,Comedy,23999,1977-11-01,Abigail's Party,7
24178,Drama,67493,1978-10-01,Centennial,7
9601,Drama,42223,1977-11-02,Madame Rosa,7
18522,Comedy,26118,2009-11-23,Dylan Moran: What It Is,7
22914,Animation,198375,2013-05-31,The Garden of Words,7
14465,Drama,22881,2009-11-20,The Blind Side,7
27236,Romance,149467,1967-07-21,"War and Peace, Part III: The Year 1812",7
3351,Science Fiction,840,1977-11-16,Close Encounters of the Third Kind,7
21014,Drama,51856,1967-07-24,Privilege,7
37932,Horror,86239,1977-11-20,The Pack,7
19794,Drama,43652,2009-11-19,Beloved Berlin Wall,7
15804,Documentary,85692,1967-07-08,A Man Vanishes,7
21025,Thriller,75656,2013-05-29,Now You See Me,7
3126,Comedy,14741,1977-11-30,The Goodbye Girl,7
43844,Comedy,107808,2009-11-15,The Yankles,7
8786,Drama,156235,1978-09-22,In Praise Of Older Women,7
13162,Thriller,65502,1971-08-18,Fools' Parade,7
14632,Action,33613,2009-11-27,The Girl Who Kicked the Hornet's Nest,7
25642,Horror,16825,1971-08-16,The Case of the Scorpion's Tail,7
31305,Comedy,5747,1967-07-01,Common Law Cabin,7
24805,Drama,167581,2013-05-27,Free Fall,7
1052,Crime,475,1967-07-18,Bonnie and Clyde,7
40496,Drama,405203,2016-09-07,Born in Heinola,8
21599,Documentary,122597,2012-07-06,Ping Pong,8
25387,Drama,212950,1952-12-01,Eight Iron Men,8
5481,Fantasy,129,2001-07-20,Spirited Away,8
43705,Drama,417820,2016-09-22,Miss Saigon: 25th Anniversary,8
41320,Action,411039,2016-09-12,Searchers,8
16244,Drama,41187,2001-02-01,Fate,8
20779,Animation,110420,2012-07-21,Wolf Children,8
21985,Documentary,85822,2012-08-03,Free Radicals: A History of Experimental Film,8
38049,Drama,122270,1970-10-26,The Niklashausen Journey,8
14396,Mystery,113520,1970-11-30,The Hart of London,8
42464,Thriller,415358,2016-09-16,Pink,8
35877,Documentary,253304,2014-03-11,Evaporating Borders,8
39064,Comedy,198652,1970-05-01,Loot,8
38928,Drama,377290,2016-09-09,A Serious Game,8
18948,Crime,84496,1970-05-01,Zig Zag,8
30209,Drama,158589,2012-06-06,Six Acts,8
31697,Documentary,114887,2012-06-13,The Dream Team,8
42109,Animation,362584,2016-08-19,Kizumonogatari Part 2: Nekketsu,8
3127,Drama,32015,1964-09-06,I Am Cuba,8
28325,Comedy,259395,2014-03-15,Tom Segura: Completely Normal,8
20857,Comedy,25117,1993-05-27,Bill Hicks: Revelations,8
40485,Drama,393729,2016-08-31,Divines,8
22841,Comedy,120467,2014-02-26,The Grand Budapest Hotel,8
34525,Comedy,39317,2001-01-05,Money Is Not Everything,8
29344,Documentary,139302,2012-06-15,The Bitter Buddha,8
40009,Documentary,404141,2016-09-08,One More Time with Feeling,8
5196,Drama,292917,2001-01-19,Some Body,8
21077,Documentary,121446,2012-07-16,Birders: The Central Park Effect,8
19300,Drama,104241,1970-09-26,Heroic Purgatory,8
29394,Documentary,165321,2012-09-01,Way Beyond Weight,8
28418,Drama,306293,2012-06-01,Zero,8
21108,Documentary,104739,1993-09-16,From the East,8
3437,Comedy,28971,1952-10-31,Limelight,8
40516,Documentary,127369,2012-08-03,The End of Time,8
4649,Documentary,101860,2001-01-20,Go Tigers!,8
19475,Documentary,101803,1993-06-29,Sam Peckinpah: Man of Iron,8
18657,Drama,85883,2001-03-09,The Woman Who Drinks,8
6520,Drama,3782,1952-10-09,Ikiru,8
30025,Romance,143887,1970-12-29,Uncle Vanya,8
41400,Animation,378064,2016-09-17,A Silent Voice,8
44616,Documentary,235932,1952-11-12,Le grand Méliès,8
29032,Horror,9677,2001-08-08,Forklift Driver Klaus: The First Day on the Job,8
40251,Romance,372058,2016-08-26,Your Name.,8
31989,Thriller,84734,1952-10-01,Venetian Bird,8
40334,Drama,113629,1970-08-19,Wind from the East,8
12192,Action,48267,1970-10-09,The American Soldier,8
42947,Crime,126919,1959-08-06,The Scapegoat,8
36475,Drama,208431,2013-02-13,Love in the End,8
41511,Comedy,121173,2012-09-05,Voracious,8
43063,Comedy,444706,2017-03-21,Dave Chappelle: Deep in the Heart of Texas,8
43079,Science Fiction,447758,2017-03-19,Carnage: Swallowing the Past,8
23463,Documentary,252147,2013-06-01,Mile... Mile & A Half,8
29310,Drama,335145,1995-11-17,Let It Be Me,8
45003,Documentary,432615,2017-03-16,Chasing Coral,8
2386,Comedy,82865,1998-05-14,"God Said, 'Ha!'",8
38659,Drama,284154,1995-11-15,Premeditated Murder,8
899,Drama,705,1950-11-09,All About Eve,8
44081,Documentary,390319,2017-03-15,Tickling Giants,8
27170,Drama,91796,1965-11-16,Return from the Ashes,8
13115,Thriller,88435,1965-11-13,Tattooed Life,8
41815,War,247446,1965-11-05,Long Live the Republic,8
29213,Documentary,248808,2013-11-11,Crisis Hotline: Veterans Press 1,8
1813,Drama,102304,1998-07-10,Whatever,8
22126,Music,37445,1995-10-14,Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,8
42794,Drama,381009,2017-03-03,Donald Cried,8
10560,Drama,46591,1965-10-31,Fists in the Pocket,8
2066,Romance,161795,1998-04-22,Déjà Vu,8
17476,Drama,56653,1998-08-06,Sombre,8
18918,Drama,148371,1965-11-23,A Story Written with Water,8
15549,Drama,86266,1998-04-04,The Power of Kangwon Province,8
8466,Drama,4558,1950-09-29,Orpheus,8
21390,Documentary,205985,2013-06-24,Miss You Can Do It,8
32358,Comedy,223566,2013-10-31,Ghadi,8
45332,Comedy,434166,2017-04-06,Bye Bye Germany,8
25253,History,230836,2013-06-20,Levitated Mass,8
1921,Drama,44322,1996-01-01,East Palace West Palace,8
37683,Drama,167021,1998-02-18,It's a Long Road,8
44191,Comedy,416445,2017-04-05,Revengeance,8
44927,War,449758,2017-03-31,Five Came Back,8
26157,Documentary,201783,2013-06-15,Tapia,8
43202,Documentary,449863,2017-03-31,Cantábrico: Los dominios del oso pardo,8
44612,Action,445224,2017-03-31,Extraordinary Mission,8
43164,Mystery,446076,2017-03-31,The Devotion of Suspect X,8
39566,Documentary,175427,2013-11-01,These Birds Walk,8
21305,Documentary,159138,2013-06-10,The Crash Reel,8
36222,Documentary,277528,2013-11-03,Live and let Live,8
40644,Documentary,200119,2013-06-07,Going Attractions: The Definitive Story of the American Drive-in Movie,8
9117,Documentary,30983,1998-04-05,From the Earth to the Moon,8
667,Drama,221917,1995-09-22,The Run of the Country,8
44536,Documentary,436305,2017-02-26,The Farthest,8
43579,Drama,441483,2017-02-24,Tomato Red,8
8617,Comedy,10227,1967-12-16,PlayTime,8
41702,Documentary,411019,2017-02-03,I Am Not Your Negro,8
24209,Animation,149871,2013-11-23,The Tale of the Princess Kaguya,8
14765,Animation,31156,2013-11-25,Dante's Hell Animated,8
2576,Fantasy,10376,1998-10-28,The Legend of 1900,8
2216,Drama,73,1998-10-30,American History X,8
11822,Documentary,43618,1965-09-24,Tokyo Olympiad,8
23649,Documentary,174319,2013-04-09,Elaine Stritch: Shoot Me,8
19404,Drama,94108,1951-02-10,Nobody's Children,8
37901,Drama,321645,2013-04-09,This Is Normal,8
45215,Thriller,437830,2017-01-27,Zero 3,8
42862,Action,403867,2017-01-26,Kaabil,8
37317,Drama,161827,1965-09-17,"I, a Woman",8
24754,Documentary,230743,2013-11-29,My Prairie Home,8
31942,Family,81549,1998-11-27,Everything's Gonna Be Great,8
22534,Fantasy,182972,2013-04-02,Cargo,8
49,Drama,629,1995-07-19,The Usual Suspects,8
42422,Comedy,430780,2017-02-07,"Michael Bolton's Big, Sexy Valentine's Day Special",8
12520,Drama,25904,1967-11-24,Marketa Lazarová,8
31892,Animation,238923,2013-11-21,The Art of Happiness,8
29121,Drama,124611,1965-10-09,Time to Love,8
46,Crime,807,1995-09-22,Se7en,8
20239,Animation,100592,1965-10-26,The Hand,8
32594,Comedy,43710,1967-09-26,Who's Minding The Mint?,8
2724,Romance,49184,1998-09-01,West Beyrouth,8
20065,Comedy,114104,1967-09-28,The Bobo,8
44578,Drama,340027,2017-02-22,Brain on Fire,8
5157,Crime,548,1950-12-26,Rashomon,8
37135,Romance,123707,1998-09-09,Next Stop Paradise,8
29061,Documentary,245260,1998-01-02,Six Days in Roswell,8
28289,Documentary,181454,2013-04-28,The Ghosts in Our Machine,8
22889,Documentary,191515,2013-04-28,Everybody Street,8
37990,Comedy,238177,2013-11-17,Jimmy Carr: Laughing and Joking,8
27219,Comedy,238206,2013-11-18,Eddie Izzard: Force Majeure Live,8
32597,Science Fiction,28646,1998-09-15,Spoiler,8
29950,Drama,33382,1967-11-04,Chappaqua,8
31777,Documentary,188509,2013-04-23,Elway To Marino,8
44088,History,56759,1998-09-18,Notre Dame de Paris,8
2089,Documentary,59138,1998-09-18,Modulations,8
3075,Drama,48233,1998-09-12,The Terrorist,8
44818,Documentary,411012,2017-04-14,Chasing Trane,8
42547,Drama,307696,2013-07-13,Coda,8
19564,Documentary,92171,1998-01-01,The Thing: Terror Takes Shape,8
1419,Comedy,27322,1997-03-14,Love Jones,8
35745,Animation,48661,1997-03-15,The Dog of Flanders,8
34001,Drama,2734,1997-03-23,David,8
32868,Action,91060,1966-08-11,Johnny Yuma,8
36626,Documentary,202253,1996-08-27,Voices Through Time,8
42192,Romance,183383,1966-02-20,tzeni tzeni,8
29227,Comedy,284189,2013-09-11,Les mauvaises têtes,8
1445,Drama,102878,1997-04-25,A Brother's Kiss,8
11705,Comedy,43976,1996-08-13,A Moment of Innocence,8
45170,Comedy,461634,2017-06-20,Rory Scovel Tries Stand-Up for the First Time,8
45270,Animation,433471,2017-06-16,Lou,8
41833,Drama,382127,2017-06-15,Manifesto,8
2217,Documentary,18603,1997-06-01,Hands on a Hard Body: The Documentary,8
22909,Documentary,156284,2013-09-06,Fire In The Blood,8
44763,Documentary,461805,2017-06-12,The Putin Interviews,8
18748,Documentary,114412,1997-06-02,Public Housing,8
44921,Documentary,453008,2017-06-11,Hell on Earth: The Fall of Syria and the Rise of ISIS,8
6820,Drama,44479,1996-09-07,The Watermelon Woman,8
21684,Documentary,221410,2013-09-15,Ruins,8
1497,Drama,407992,1996-09-10,MURDER and murder,8
22161,Documentary,158994,2013-09-20,After Tiller,8
1507,Drama,111367,1996-11-27,For Ever Mozart,8
17251,Drama,84823,1966-04-25,Santa Claus Has Blue Eyes,8
35048,Drama,215740,2013-10-03,Home from Home – Chronicle of a Vision,8
28318,Documentary,195862,1996-12-05,O Amor Natural,8
18105,Comedy,54421,1996-12-07,Mahjong,8
42393,Drama,255709,2013-10-02,Hope,8
36740,Animation,26368,1996-12-14,Spring and Chaos,8
39529,Documentary,257026,2013-10-04,The Irish Pub,8
1081,Comedy,141210,2013-10-12,The Sleepover,8
31778,Documentary,233466,2013-10-01,Hawaiian: The Legend of Eddie Aikau,8
15794,Drama,49813,1997-01-01,Sue,8
24196,Science Fiction,116351,1966-05-31,The Snails,8
22193,Documentary,224659,2013-09-26,Sel8nne,8
45398,Romance,468707,2017-07-28,Thick Lashes of Lauri Mäntyvaara,8
45088,Comedy,296779,1996-10-09,The Waiting Room,8
41948,Documentary,268771,2013-10-08,Superheroes: A Never-Ending Battle,8
6528,Music,124839,1996-10-02,Predictions of Fire,8
1586,Drama,99002,1997-01-29,Nenette and Boni,8
25410,Adventure,103678,1966-05-16,Kiss Kiss... Bang Bang,8
43357,Documentary,442640,2017-01-23,Boiling Point,8
42304,Documentary,359736,2013-10-12,Human,8
2884,Adventure,128,1997-07-12,Princess Mononoke,8
24999,Documentary,228813,2013-10-19,Neurons to Nirvana,8
13580,Comedy,31132,1997-10-17,Kiler,8
28931,Drama,31413,1997-10-24,Innocence,8
41613,Crime,210653,1950-07-29,The Man Without a Face,8
1159,Western,429,1966-12-23,"The Good, the Bad and the Ugly",8
29117,Drama,83567,1996-04-01,Somersault in a Coffin,8
895,Drama,599,1950-08-10,Sunset Boulevard,8
16951,Documentary,86750,1967-01-01,Warrendale,8
27706,History,214251,2013-10-23,Story of My Death,8
24212,Documentary,174324,2013-08-04,Gore Vidal: The United States of Amnesia,8
41907,Foreign,230029,2013-10-24,Top Star,8
34358,Drama,66292,1996-03-14,Agni Sakshi,8
45256,Documentary,450875,2017-04-28,LA 92,8
2211,Comedy,637,1997-12-20,Life Is Beautiful,8
23081,Documentary,233841,2013-07-19,i hate myself :),8
35344,Music,22305,1998-01-01,Depeche Mode: The Videos 86-98,8
10769,Comedy,33117,1950-09-02,Tea for Two,8
26953,Comedy,18373,1966-12-18,The Family Way,8
39436,Drama,228941,2013-10-19,Au revoir l'été,8
1571,Documentary,25099,1997-10-03,"Fast, Cheap & Out of Control",8
43703,Documentary,447818,2017-05-12,Generation Iron 2,8
9170,Animation,18491,1997-07-19,The End of Evangelion,8
17578,TV Movie,209802,1997-07-24,SUBWAYStories: Tales from the Underground,8
34632,Drama,232739,1997-08-01,Perfumed Ball,8
45437,Family,455661,2017-06-01,In a Heartbeat,8
23325,Documentary,191720,2013-08-30,Jodorowsky's Dune,8
40109,Drama,202764,1966-01-11,Blood on the Land,8
21556,Documentary,164558,2013-08-28,One Direction: This Is Us,8
1105,Comedy,55049,1996-05-15,Three Lives and Only One Death,8
7174,Drama,797,1966-10-18,Persona,8
44552,Documentary,419192,2017-05-25,McLaren,8
29271,Drama,242575,2013-10-18,"Guten Tag, Ramón",8
9082,Drama,29927,1996-05-11,"Pretty Village, Pretty Flame",8
29191,Animation,228692,2013-10-18,Cheatin',8
18407,Documentary,60364,1997-09-10,The Nazis - A Warning From History,8
44836,Documentary,411007,2017-05-19,Abacus: Small Enough to Jail,8
28324,Drama,216652,2013-08-22,Mike Birbiglia: My Girlfriend's Boyfriend,8
29710,Comedy,216989,2013-08-19,Doug Stanhope: Beer Hall Putsch,8
8601,Drama,895,1966-12-16,Andrei Rublev,8
44390,Comedy,458310,2017-05-23,Hasan Minhaj: Homecoming King,8
29107,Drama,129115,2012-09-03,Lions,8
37717,Comedy,46776,1968-01-01,The Bliss of Mrs. Blossom,8
